Year,Area harvested,Yield,Production,cloud_cover_01,snow_thickness_lwe_01,snow_thickness_01,vapour_pressure_01,2m_temperature_01,10m_wind_speed_01,2m_dewpoint_temperature_01,cloud_cover_02,snow_thickness_lwe_02,snow_thickness_02,vapour_pressure_02,2m_temperature_02,10m_wind_speed_02,2m_dewpoint_temperature_02,cloud_cover_03,snow_thickness_lwe_03,snow_thickness_03,vapour_pressure_03,2m_temperature_03,10m_wind_speed_03,2m_dewpoint_temperature_03,cloud_cover_04,snow_thickness_lwe_04,snow_thickness_04,vapour_pressure_04,2m_temperature_04,10m_wind_speed_04,2m_dewpoint_temperature_04,cloud_cover_05,snow_thickness_lwe_05,snow_thickness_05,vapour_pressure_05,2m_temperature_05,10m_wind_speed_05,2m_dewpoint_temperature_05,cloud_cover_06,snow_thickness_lwe_06,snow_thickness_06,vapour_pressure_06,2m_temperature_06,10m_wind_speed_06,2m_dewpoint_temperature_06,cloud_cover_07,snow_thickness_lwe_07,snow_thickness_07,vapour_pressure_07,2m_temperature_07,10m_wind_speed_07,2m_dewpoint_temperature_07,cloud_cover_08,snow_thickness_lwe_08,snow_thickness_08,vapour_pressure_08,2m_temperature_08,10m_wind_speed_08,2m_dewpoint_temperature_08,cloud_cover_09,snow_thickness_lwe_09,snow_thickness_09,vapour_pressure_09,2m_temperature_09,10m_wind_speed_09,2m_dewpoint_temperature_09,cloud_cover_10,snow_thickness_lwe_10,snow_thickness_10,vapour_pressure_10,2m_temperature_10,10m_wind_speed_10,2m_dewpoint_temperature_10,cloud_cover_11,snow_thickness_lwe_11,snow_thickness_11,vapour_pressure_11,2m_temperature_11,10m_wind_speed_11,2m_dewpoint_temperature_11,cloud_cover_12,snow_thickness_lwe_12,snow_thickness_12,vapour_pressure_12,2m_temperature_12,10m_wind_speed_12,2m_dewpoint_temperature_12,Country_Angola,"Country_China, mainland",Country_Ethiopia,Country_Indonesia,Country_Malawi,Country_Nigeria,Country_Uganda,Country_United Republic of Tanzania,Country_United States of America,Country_Viet Nam,cloud_cover_g0,cloud_cover_g1,cloud_cover_g2,cloud_cover_g3,cloud_cover,snow_thickness_lwe_g0,snow_thickness_lwe_g1,snow_thickness_lwe_g2,snow_thickness_lwe_g3,snow_thickness_lwe,snow_thickness_g0,snow_thickness_g1,snow_thickness_g2,snow_thickness_g3,snow_thickness,vapour_pressure_g0,vapour_pressure_g1,vapour_pressure_g2,vapour_pressure_g3,vapour_pressure,2m_temperature_g0,2m_temperature_g1,2m_temperature_g2,2m_temperature_g3,2m_temperature,10m_wind_speed_g0,10m_wind_speed_g1,10m_wind_speed_g2,10m_wind_speed_g3,10m_wind_speed,2m_dewpoint_temperature_g0,2m_dewpoint_temperature_g1,2m_dewpoint_temperature_g2,2m_dewpoint_temperature_g3,2m_dewpoint_temperature
1991,31500.0,161270.0,508000.0,0.537044823,0.567294836,3.304896116,6.260459423,276.5174866,3.058835506,270.9609375,0.496951967,0.384039938,1.782118201,6.802407265,280.8147888,3.360727072,272.4448853,0.50348109,0.643416941,3.157015562,7.513977528,282.7806396,4.163588047,273.7789001,0.489884228,0.445623517,1.72787416,10.199893,287.4922791,3.744443655,277.6102905,0.467755854,0.20231396,0.729090452,14.36008549,292.2262878,3.505926609,282.7641907,0.412567884,0.015889566,0.055651244,16.19953728,295.7615051,3.080671072,285.2550049,0.424556077,0.0,3.07e-07,18.48348427,297.7610168,2.750551462,288.0950012,0.450945348,0.0,0.0,18.48959732,297.1709595,2.590692282,288.3186646,0.446544111,5.03e-05,0.000531686,15.86966324,293.7661743,2.83320117,285.2940063,0.345744491,0.040590297,0.267207712,10.95441437,289.440155,3.301247597,279.102417,0.464810908,0.253948718,1.559679389,7.777335167,281.2862854,3.504093885,274.0255127,0.534186423,0.384309888,2.231884241,7.424133301,278.8717346,3.166791201,273.4393311,0,0,0,0,0,0,0,0,1,0,0.5124926266666666,0.45673598866666665,0.4406818453333334,0.44824727400000003,0.46453943366666667,0.5315839050000001,0.22127568100000003,1.6766666666666667e-05,0.22628296766666667,0.24478983008333335,2.748009959666667,0.8375386186666667,0.00017733099999999997,1.3529237806666667,1.2346624225000002,6.858948072,13.586505256666667,17.614248276666668,8.718627612666667,11.694582304499999,280.0376383333333,291.8266906666667,296.23271686666664,283.1993916666667,287.82410938333334,3.527716875,3.4436804453333334,2.7248149713333336,3.3240442276666666,3.2550641298333334,272.39490763333333,281.8764953666667,287.23589069999997,275.52242026666664,279.25742849166664
1992,33350.0,163268.0,544500.0,0.53712821,0.681500316,3.696995735,6.34335804,277.1587524,3.215588808,271.5977783,0.555427611,0.602785289,2.797046185,7.445010662,280.5148315,3.279800653,274.13797,0.503521025,0.574664772,2.364439011,8.127246857,283.0000916,3.49360323,275.2733765,0.470000923,0.258837402,0.894339561,9.982667923,287.6899109,3.379292488,278.1696167,0.485224426,0.034214742,0.108229749,12.54583836,291.0971985,3.160908699,281.9707642,0.421084046,0.001114869,0.006133127,15.66534996,295.0441589,3.010539055,285.0331116,0.439570814,1.58e-05,0.000143052,18.68718147,297.3348999,3.105072021,288.1610718,0.449624568,0.000560119,0.003801291,17.71539879,296.1772766,2.744879484,287.4714355,0.358718753,7.45e-05,0.000733172,15.4767952,294.3061829,3.154356956,284.7721252,0.370444,0.006439115,0.041768722,10.8263979,289.0693054,3.065728426,279.448761,0.482396126,0.230939403,1.400615573,7.831282139,281.2359924,3.409126043,274.0524292,0.589498103,0.725255311,4.336517811,6.983398914,277.7005005,3.397940874,272.3890076,0,0,0,0,0,0,0,0,1,0,0.5320256153333333,0.45876979833333337,0.41597137833333336,0.4807794096666667,0.47188655041666666,0.6196501256666667,0.09805567100000001,0.00021680633333333332,0.320877943,0.2597001365,2.9528269769999995,0.33623414566666665,0.0015591716666666668,1.926300702,1.3042302490833333,7.305205186333333,12.731285414333334,17.29312515333333,8.547026317666665,11.469160517916666,280.2245585,291.2770894333333,295.9394531333333,282.6685994333333,287.527425125,3.3296642303333335,3.1835800806666668,3.001436153666667,3.290931781,3.201403061416667,273.6697082666667,281.72449750000004,286.8015441666667,275.2967326,279.3731206333334
1993,32370.0,154526.0,500200.0,0.63292551,1.469637394,7.620485306,6.92840004,277.4289856,3.286097765,272.5094604,0.586253464,1.788275003,8.082657814,6.323430538,277.5118408,3.374948502,271.3968811,0.510385573,1.310887814,5.233883381,7.676342964,282.0621033,3.53905797,274.3961182,0.496322751,0.689917803,2.362388372,8.566371918,286.3024597,3.845826626,275.9779358,0.438737512,0.265204221,0.803906143,12.58200169,291.41745,3.407202721,281.8904419,0.417847425,0.011542714,0.049680438,16.1073246,295.5444641,3.416965485,285.2007141,0.389031738,2.56e-05,0.000246973,18.80163383,298.0777283,3.237398148,287.9950867,0.432382733,0.0,1.84e-06,18.66005898,297.4318848,2.813066483,288.2561035,0.357582152,0.001223259,0.007804346,14.87552834,293.6131592,3.046716452,284.0300598,0.437178582,0.027478615,0.172881439,11.00297737,288.1440735,3.116521358,279.4081116,0.476284534,0.187150925,1.180231094,7.712885857,281.5905151,3.350290537,273.3818359,0.520927727,0.387149066,2.295583725,6.326099873,278.4729309,3.363191605,271.1729126,0,0,0,0,0,0,0,0,1,0,0.5765215156666667,0.45096922933333333,0.3929988743333333,0.47813028100000005,0.4746549750833333,1.5229334036666666,0.32222157933333334,0.0004162863333333333,0.20059286866666667,0.5115410345,6.979008833666666,1.071991651,0.0026843863333333336,1.216232086,2.31747923925,6.976057847333333,12.418566069333332,17.445740383333334,8.347321033333333,11.296921333333334,279.0009765666667,291.0881246,296.3742574333333,282.73583983333333,287.29979960833333,3.4000347456666664,3.556664944,3.0323936943333334,3.2766678333333332,3.3164403043333333,272.7674865666667,281.0230306,286.7604166666667,274.6542867,278.80130513333336
1994,33470.0,181327.0,606900.0,0.524490476,0.663133562,3.755856037,5.622698307,276.6846008,3.374560118,268.9832153,0.539069355,0.90967232,4.964421749,6.345313549,278.3523254,3.503252029,270.5852966,0.472056359,0.658248961,2.753747463,7.675997734,283.460968,3.588101625,274.1948547,0.477476001,0.398169488,1.56593442,9.712734222,287.7382202,3.808863163,277.28479,0.470143974,0.132027626,0.468819976,12.34846115,291.4258728,3.278615952,281.379364,0.407380939,0.003357679,0.011182349,16.67651939,297.3856812,3.223347425,285.486145,0.444129884,0.0,2.3e-06,17.76444626,298.232605,3.001745939,287.0423279,0.412300169,0.0,0.0,17.87097359,297.6670532,2.870145798,287.509552,0.382486343,0.000141257,0.001019921,14.80058575,294.2671509,2.908072233,284.2994385,0.413391024,0.029382849,0.183721513,11.57028103,288.7331543,3.168279409,280.3462219,0.476573795,0.299906105,1.838492274,8.893294334,283.0303955,3.666191339,275.6890259,0.527474642,0.638854861,3.332777977,7.623404026,279.4560242,2.954396963,274.04245,0,0,0,0,0,0,0,0,1,0,0.5118720633333333,0.4516669713333334,0.412972132,0.47247982033333336,0.46224774675,0.7436849476666666,0.17785159766666667,4.708566666666666e-05,0.322714605,0.311074559,3.8246750830000003,0.6819789150000001,0.00034074033333333334,1.7849972546666668,1.5729979982500002,6.5480031966666665,12.912571587333332,16.812001866666666,9.362326463333334,11.4087257785,279.49929806666665,292.18325806666667,296.72226969999997,283.73985799999997,288.0361709583333,3.4886379240000003,3.4369421800000004,2.926654656666667,3.2629559036666667,3.278797666083334,271.2544555333333,281.383433,286.28377279999995,276.6925659333333,278.90355681666665
1995,33630.0,172926.0,581550.0,0.579014659,1.040493846,5.143759727,6.651646137,277.7632446,3.402280331,272.0472107,0.481034011,0.924710333,3.940903187,7.046466351,280.2728577,3.391446352,272.7131653,0.505233288,0.818282247,3.389195204,8.103444099,283.1657104,3.631932974,274.92453,0.461655259,0.663484812,2.554813623,9.031507492,286.4107361,3.807529926,276.2412415,0.522433758,0.449667066,1.528321743,12.82598305,290.6287231,3.636785746,281.6979065,0.38139683,0.116841748,0.360560447,15.49898243,294.8851624,3.186278582,284.6437683,0.350885153,0.002490983,0.008357585,18.09803772,298.3187256,2.958357096,287.2635193,0.342891037,0.0,0.0,19.64949417,298.7451477,2.89027524,288.9636536,0.395012408,0.003662158,0.023161538,15.36256027,294.1738892,2.908232689,284.9208069,0.30302605,0.015188314,0.092391901,10.42591763,289.4192505,3.391309261,278.1287231,0.411974847,0.088203184,0.525742412,7.98871088,283.1002808,3.364817619,274.5966797,0.501825154,0.298197031,1.796640873,6.52215147,278.4905396,3.173386097,271.3184814,0,0,0,0,0,0,0,0,1,0,0.5217606526666666,0.455161949,0.36292953266666667,0.40560868366666664,0.43636520449999994,0.9278288086666667,0.4099978753333333,0.002051047,0.13386284299999998,0.36843514349999995,4.157952706,1.4812319376666665,0.010506374333333332,0.804925062,1.6136540199999998,7.267185529,12.452157657333332,17.703364053333335,8.312259993333333,11.43374180825,280.40060423333335,290.64154053333334,297.0792541666667,283.6700236333333,287.9478556416667,3.4752198856666667,3.543531418,2.918955008333333,3.309837659,3.3118859927499997,273.228302,280.86097209999997,287.0493266,274.68129473333335,278.95497385833335
1996,33870.0,176991.0,599470.0,0.464391261,0.810293198,4.858197689,5.626578808,277.061554,3.752859592,269.0435181,0.525582194,0.880698621,4.395290852,6.641706467,279.783783,3.652192593,271.0617371,0.444616944,0.788046956,3.410897732,6.380277634,281.1846924,3.858716249,270.8728027,0.406956673,0.52333653,1.847013354,8.116825104,286.9891052,4.103538513,274.4755554,0.408154905,0.176193088,0.524372518,13.06249142,292.9234924,3.835162401,281.4375916,0.385156244,0.011543351,0.038302794,16.31113243,296.4898071,3.081023932,285.4257507,0.443576097,0.0,0.0,18.414711,298.105835,2.918952227,288.0895386,0.418779314,0.0,0.0,18.6251812,297.1452942,2.642170191,288.1191406,0.395674169,0.00424534,0.028726829,15.67363644,293.2742615,2.933484316,285.2106323,0.34702307,0.053699877,0.342900604,11.20897865,288.5168762,3.450536013,279.57724,0.486343265,0.223807514,1.285938978,8.069720268,281.9577332,3.462884665,274.7036133,0.491529435,0.609310448,3.396049976,7.050168991,279.178833,3.516207457,272.1834106,0,0,0,0,0,0,0,0,1,0,0.47819679966666667,0.400089274,0.41934319333333336,0.4416319233333333,0.4348152975833333,0.8263462583333333,0.237024323,0.0014151133333333333,0.2956059463333333,0.34009791025,4.221462091,0.8032295553333332,0.009575609666666667,1.674963186,1.6773076105,6.216187636333333,12.496816318,17.57117621333333,8.776289303,11.265117367666665,279.34334313333335,292.1341349,296.1751302333334,283.2178141333333,287.7176056,3.754589478,3.673241615333333,2.831535578,3.4765427116666667,3.4339773457500002,270.32601930000004,280.4462992333333,287.1397705,275.4880879666667,278.35004425
1997,33220.0,181969.0,604500.0,0.538500845,1.143955708,6.008404255,6.279463291,276.6227417,3.610036135,270.2416382,0.579002023,1.237198591,5.387408733,6.894447803,279.1878357,3.461478472,272.565918,0.449819535,0.949408948,3.529483557,8.046904564,284.0980225,3.625316858,274.3166809,0.491312087,0.656977773,2.425551891,8.64277935,284.9966431,3.764440298,275.899231,0.503199697,0.268801689,0.79459852,11.99815941,291.1595764,3.421570778,280.9250793,0.446523279,0.015072824,0.04545743,16.27885628,295.0766907,3.178612232,285.6139832,0.411027342,2.46e-06,2.5e-05,18.28479576,297.8317871,2.871567011,287.5444641,0.427189648,0.0,0.0,18.52519035,297.1671448,2.780445337,288.3726807,0.386725157,5.83e-05,0.000563865,16.55496025,294.7772217,2.912524462,286.6300354,0.333505422,0.069109149,0.411060065,11.24428082,288.3995972,3.409407854,279.5503845,0.498236746,0.161201984,1.016284347,7.959361076,281.8206482,3.153315067,274.9068604,0.502051294,0.618109107,3.71828413,6.189751148,277.0458374,3.375615358,271.1541138,0,0,0,0,0,0,0,0,1,0,0.522440801,0.480345021,0.40831404900000007,0.4445978206666667,0.4639244229166667,1.110187749,0.3136174286666667,2.0253333333333335e-05,0.28280674666666666,0.42665804441666666,4.9750988483333325,1.088535947,0.00019628833333333332,1.7152095139999999,1.9447601494166662,7.073605219333333,12.306598346666666,17.788315453333333,8.464464348,11.408245841833333,279.9695333,290.4109700666666,296.5920512,282.42202760000004,287.34864554166666,3.5656104883333337,3.4548744359999994,2.854845603333333,3.3127794263333334,3.2970274885,272.3747457,280.8127645,287.51572673333334,275.20378623333335,278.9767557916667
1998,33870.0,165594.0,560867.0,0.530920029,0.752108991,3.935180902,7.213098049,278.9449158,3.190449715,273.3023682,0.551314414,1.150310874,5.576550007,7.021807194,279.3782349,3.563180685,273.5527649,0.469863445,1.186762571,5.149873734,7.732768536,281.4778748,3.840295553,274.0106506,0.382143885,0.82595259,3.248826265,8.881193161,285.9120483,3.718530416,276.5059814,0.431024045,0.309711158,0.967893124,13.24188137,292.2789612,3.411942244,281.9134216,0.340790778,0.05688652,0.192279413,16.17619514,296.0221252,3.677103996,285.0693665,0.383892477,0.000529798,0.002352285,19.33790779,298.6791382,2.835862875,288.8803406,0.361331433,0.0,0.0,19.01307106,297.9960938,2.619741678,288.6540833,0.328455836,0.000100452,0.000825051,17.11104584,295.8078003,2.990547895,286.9324341,0.375178903,0.017616553,0.116044171,12.18035412,289.1285095,3.232198954,281.1242371,0.447257847,0.173356533,1.021074891,9.36534977,283.8754578,3.200431347,277.2654419,0.43699643,0.330639511,1.914553761,7.121794701,278.8177795,3.240674019,272.1273804,0,0,0,0,0,0,0,0,1,0,0.5173659626666667,0.38465290266666674,0.35789324866666666,0.41981106,0.4199307935,1.0297274786666668,0.39751675599999997,0.00021008333333333336,0.17387086566666668,0.4003312959166667,4.887201547666667,1.4696662673333332,0.001059112,1.0172242743333333,1.8437878003333334,7.322557926333334,12.766423223666669,18.487341563333334,9.555832863666666,12.033038894250002,279.93367516666666,291.4043782333334,297.49434410000003,283.9405822666667,288.1932449416667,3.531308651,3.602525552,2.8153841493333336,3.2244347733333334,3.2934132814166666,273.6219279,281.16292316666664,288.1556193333334,276.8390198,279.94487255
1999,33590.0,165030.0,554335.0,0.482627064,0.647223532,3.681356907,6.424511433,278.6660156,3.618046999,271.0881958,0.4588781,0.797291458,3.837640285,6.8163867,281.052887,3.603948832,271.967926,0.442035973,0.811728239,3.327978849,6.955843925,282.2796326,3.7361691,272.8355713,0.4758555,0.638728976,2.610388279,9.882281303,286.7594604,4.039964199,277.3587036,0.393786222,0.32946679,1.190055132,12.28437519,291.3147583,3.568451643,281.0007629,0.44396475,0.038726363,0.1230231,16.46920013,295.4361267,3.318257093,285.6281128,0.402110279,0.0,0.0,19.6003418,298.0556641,3.01300168,289.0361938,0.354196876,0.0,0.0,17.99182129,297.6864624,2.809263706,287.8535461,0.309470773,0.001128947,0.007613657,14.66627598,293.9989319,3.008614063,284.1664734,0.236572221,0.008319736,0.053769179,10.2574873,289.2116394,3.13721776,278.0576172,0.279412866,0.029924214,0.196876749,8.343201637,285.0391541,3.129063845,275.1760559,0.399926841,0.203698605,1.265416145,6.106413841,278.774231,3.355705738,270.7048645,0,0,0,0,0,0,0,0,1,0,0.46118037900000003,0.437868824,0.35525930933333333,0.305303976,0.38990312208333333,0.7520810763333333,0.3356407096666667,0.00037631566666666665,0.08064751833333333,0.292186405,3.615658680333334,1.3078221703333333,0.002537885666666667,0.5053540243333333,1.3578431901666668,6.732247352666666,12.878618874333332,17.41947969,8.235700926,11.31651171075,280.6661784,291.17011513333335,296.5803528,284.34167483333334,288.1895802916667,3.6527216436666667,3.6422243116666664,2.9436264829999996,3.2073291143333336,3.3614753881666664,271.9638977,281.32919310000005,287.0187377666667,274.6461792,278.7395019416667
2000,38365.0,162922.0,625050.0,0.477050513,0.438691497,2.624924898,6.181841373,278.5342102,3.432393312,270.6008606,0.490774274,0.7008968,3.635540247,7.203028202,281.348999,3.591481924,273.3189087,0.463463247,0.766806841,3.334191322,8.271663666,283.7957153,3.576898098,275.2558289,0.409460217,0.375618428,1.302574277,9.245623589,287.6891479,3.763603449,276.9172058,0.415291756,0.08756905,0.287428349,13.29488087,293.3347473,3.724923372,282.0088196,0.430367678,0.001166629,0.004635134,16.64722252,295.9724426,3.356783152,285.9721069,0.381223053,0.0,0.0,17.52708626,298.2394714,2.917061806,286.9671936,0.38612169,0.0,4.15e-06,18.04693985,298.2804565,2.901684523,287.8451233,0.314732522,0.007386714,0.046364512,14.51654243,294.7365417,3.208180904,283.8227539,0.407695115,0.017633304,0.118711494,12.04415035,288.6850891,3.153845549,281.1720886,0.462289631,0.287030309,1.802131176,7.604667187,280.1366577,3.18535924,273.5795288,0.506119311,0.574335814,3.553573847,5.404305935,275.9140625,3.253860235,268.7954712,0,0,0,0,0,0,0,0,1,0,0.47709601133333335,0.418373217,0.3606924216666667,0.45870135233333337,0.4287157505833334,0.635465046,0.15478470233333333,0.002462238,0.292999809,0.2714279488333333,3.198218822333333,0.53154592,0.015456220666666666,1.8248055056666665,1.3925066171666667,7.218844413666666,13.062575659666665,16.69685618,8.351041157333333,11.332329352666667,281.2263081666667,292.3321126,297.0854898666667,281.5786031,288.05562843333337,3.533591111333333,3.6151033243333335,3.0089757443333336,3.197688341333333,3.338839630333333,273.0585327333333,281.63271076666666,286.21169026666666,274.51569620000004,278.85465749166667
2001,37879.0,173814.0,658389.0,0.50732553,0.822345018,4.752699375,5.731513023,276.1121521,3.203531265,270.2720337,0.573542058,0.963180363,5.172845364,7.094880581,278.8947754,3.451078653,272.6161194,0.513147891,0.866109848,3.779721737,7.391591549,281.6202698,3.323889017,274.1150513,0.466885298,0.452520251,1.797911882,10.3403883,287.9373474,3.88480711,278.2654419,0.413101345,0.152717203,0.522263646,12.62487125,292.6700745,3.390285254,281.6091614,0.372087777,0.004597663,0.015840663,15.72196865,296.2980042,3.238297462,284.7923584,0.428458214,0.0,0.0,18.65870285,298.3171692,2.94212985,288.1455383,0.416777104,3.23e-06,2.54e-05,18.7497139,297.9708862,2.70667696,288.3686829,0.33992672,0.000896923,0.006174515,15.1009922,294.2822876,2.919496775,284.5196838,0.359291404,0.006469232,0.04258769,10.55502605,289.1072693,3.413264513,278.6722107,0.425136477,0.092207931,0.601017535,9.525119781,284.7120056,3.22343874,277.4369202,0.457495749,0.715559065,3.930455685,7.007301807,278.9280396,3.26860857,272.1806335,0,0,0,0,0,0,0,0,1,0,0.531338493,0.41735814,0.3950540126666667,0.41397454333333333,0.43943129724999996,0.8838784096666666,0.20327837233333332,0.000300051,0.271412076,0.33971722725,4.5684221586666665,0.7786720636666667,0.0020666383333333336,1.52468697,1.7184619576666667,6.739328384333334,12.895742733333334,17.503136316666666,9.029149212666669,11.541839161750001,278.8757324333333,292.3018087,296.856781,284.2491048333333,288.07085674166666,3.326166311666667,3.504463275333334,2.8561011949999995,3.3017706076666666,3.2471253474166666,272.33440146666663,281.5556539,287.01130166666667,276.09658813333334,279.24948629166664
2002,33306.0,174309.0,580553.0,0.466941923,0.861837864,4.053061008,6.247786045,278.354126,3.381637335,270.6145935,0.440704107,0.880475342,3.952996731,5.431845188,278.758728,3.53214407,269.0948792,0.491768628,0.761189878,3.259827137,7.115695,281.9655457,3.775207758,271.7596436,0.490661353,0.2590563,0.894783616,10.62777901,288.6979675,3.767934084,278.3146362,0.43177405,0.076328978,0.272921711,11.91996002,291.6155396,3.687968731,279.9287109,0.352936804,0.000970171,0.003999344,15.95722961,297.0283508,3.279624939,284.9248962,0.439890504,0.0,0.0,18.96545982,298.6356506,2.8114748,288.3826294,0.393738121,0.0,0.0,17.93930626,297.9979248,2.958693981,287.2163696,0.367459476,0.000574556,0.004340076,16.03189659,295.098114,3.02776742,285.5365906,0.490350932,0.02614787,0.172670111,12.11949539,288.0144958,2.926499605,280.7164307,0.418093026,0.179305449,1.060446978,7.670755386,282.188324,3.267360926,274.1065369,0.507263005,0.509448111,2.954090357,6.539578438,278.1911316,3.31398654,271.957489,0,0,0,0,0,0,0,0,1,0,0.4664715526666667,0.425124069,0.4003627003333334,0.47190232099999996,0.44096516075000003,0.834501028,0.112118483,0.00019151866666666667,0.23830047666666665,0.2962778765833334,3.7552949586666666,0.3905682236666666,0.001446692,1.3957358153333335,1.3857614224166668,6.265108744333332,12.834989546666668,17.645554223333335,8.776609738,11.380565563083334,279.6927999,292.44728596666664,297.2438964666667,282.79798380000005,288.04549153333335,3.562996387666667,3.578509251333333,2.9326454003333335,3.169282357,3.3108583490833334,270.4897054333333,281.0560811,287.04519653333335,275.5934855333333,278.54611715
2003,37474.0,192348.0,720804.0,0.427685648,0.646303177,3.181221962,5.746721745,277.6056824,3.195647001,270.0457153,0.580559075,0.742722332,3.877050877,6.525807858,278.0271912,3.35005188,271.4728699,0.476646692,0.661622524,3.06923151,8.048480034,283.0370178,3.482136965,274.5924377,0.455152124,0.512940168,1.994005799,9.394601822,287.1072388,3.879556417,276.8170166,0.486037344,0.307830393,1.037000418,12.99077797,292.1165161,3.434797287,281.6686096,0.409766138,0.004996984,0.016427921,15.84520912,295.3510437,3.067708254,285.0346375,0.383952975,0.0,0.0,18.40045547,298.7510376,2.938098431,287.796814,0.430694014,2.3e-06,2.44e-05,19.17045021,298.1353455,2.673623323,288.8563538,0.360487133,0.000541795,0.004020778,15.22015285,293.9912109,2.97085309,284.5619812,0.351224035,0.002774526,0.01968248,11.65681839,289.9178467,3.003754616,280.2480774,0.465340525,0.195191205,1.201691985,9.126419067,283.4108582,3.410760164,275.9230652,0.456027687,0.527771294,3.049749136,5.932942867,278.5561829,3.525468826,270.4852295,0,0,0,0,0,0,0,0,1,0,0.494963805,0.45031853533333327,0.391711374,0.42419741566666663,0.44029778249999996,0.6835493443333333,0.27525584833333333,0.00018136499999999998,0.24191234166666667,0.3002247248333333,3.3758347829999997,1.0158113793333332,0.0013483926666666667,1.423707867,1.4541756055,6.773669879000001,12.743529637333333,17.59701951,8.905393441333333,11.504903116916665,279.5566304666667,291.5249328666667,296.959198,283.9616292666667,288.00059765000003,3.3426119486666668,3.460687319333333,2.8608582813333334,3.3133278686666667,3.2443713545,272.0370076333333,281.17342123333333,287.0717163333333,275.5521240333333,278.95856730833333
2004,37555.0,194603.0,730830.0,0.515268087,1.047213793,5.404952049,6.17140913,276.7897339,3.275400877,270.2605591,0.563766599,1.40845418,6.821107388,6.016860962,277.6039734,3.446543455,270.8193054,0.449654937,0.802929461,3.087952852,8.620535851,284.9048767,3.53328681,275.9032898,0.47248444,0.274627298,1.015171885,9.626669884,287.2279053,3.688826323,277.6098328,0.39631021,0.125500262,0.40868926,13.25957203,292.9283142,3.728886127,281.6646423,0.454376489,0.014251691,0.045599159,16.00243378,295.7285461,3.093654394,284.8778992,0.413923621,0.0,0.0,18.1750927,297.7069397,2.82516551,287.5751038,0.415139526,7.02e-06,8.22e-05,17.29013443,296.5054932,2.801279306,286.946228,0.33886537,0.002940311,0.01997724,15.19475746,294.4256897,3.248758793,284.6507568,0.459887147,0.052960187,0.33103019,12.78996468,289.387085,3.210998297,281.8797913,0.527619779,0.193794891,1.101569891,9.112886429,282.8560486,3.273379326,276.7527466,0.435373366,0.453094035,2.510917902,6.523712158,278.4396362,3.429667234,271.571167,0,0,0,0,0,0,0,0,1,0,0.5095632076666666,0.44105704633333337,0.38930950566666667,0.4742934306666666,0.4535557975833333,1.0861991446666666,0.13812641700000003,0.0009824436666666667,0.23328303766666666,0.36464776075,5.1046707630000006,0.48982010133333337,0.006686480000000001,1.3145059943333333,1.728920834666667,6.936268647666666,12.962891898,16.88666153,9.475521088999999,11.565335791166667,279.76619466666665,291.9615885333333,296.21270753333334,283.56092326666663,287.87535349999996,3.4184103806666664,3.503788948,2.9584012029999998,3.304681619,3.2963205376666664,272.3277181,281.3841247666667,286.39069620000004,276.73456830000003,279.20927684166674
2005,35775.0,199441.0,713500.0,0.581260443,1.073883295,5.533289909,7.340725899,278.5125732,3.278180838,273.0885315,0.612611651,1.179468155,4.939105988,7.529794216,279.8337097,3.11816597,274.2553101,0.478092939,0.996280432,3.810832262,7.200847626,282.1855774,3.622177124,273.4030151,0.424879253,0.773718655,2.697865009,8.624958992,287.0638733,3.857555151,275.9376526,0.448303401,0.357579112,1.148925781,11.87520599,291.4142151,3.272790194,280.8354797,0.32902953,0.030900525,0.102816679,15.72204494,296.2554932,3.312263489,284.7675476,0.361509293,0.0,0.0,18.15740967,299.051239,2.916068316,287.3268738,0.399048805,0.0,0.0,18.86648941,297.9179382,2.569946766,288.3625793,0.286653459,9.34e-05,0.000788903,15.430686,295.7250671,3.077101469,284.8053284,0.339345872,0.011927781,0.076485857,11.6813755,289.2291565,3.126055717,280.6141357,0.376354188,0.061974216,0.395510703,7.901125908,284.2375183,3.52980566,273.8024597,0.485744298,0.408805013,2.481490135,5.703879356,278.0489807,3.247383833,269.6440735,0,0,0,0,0,0,0,0,1,0,0.5573216776666666,0.40073739466666664,0.349070519,0.4004814526666667,0.426902761,1.0832106273333333,0.38739943066666666,3.113333333333333e-05,0.16090233666666667,0.407885882,4.761076052999999,1.316535823,0.00026296766666666666,0.984495565,1.7655926021666666,7.357122580333333,12.074069974000002,17.484861693333333,8.428793588,11.336211958916666,280.17728676666667,291.5778605333333,297.56474810000003,283.8385518333333,288.28961180833335,3.3395079773333336,3.480869611333333,2.854372183666667,3.3010817366666667,3.24395787725,273.5822855666666,280.51355996666666,286.83159383333333,274.68688963333335,278.90358224999994
